longitude,latitude,HELCOM_ID,Year_adj_generated,group_labels,transparen
22.8833,57.7976,SEA-011,1976,summer,5.5
22.9833,57.5667,SEA-011,1976,summer,4.5
24.1167,57.6,SEA-011,1976,summer,4.925
22.41,57.8433,SEA-011,1976,summer,6
24.1318,57.9683,SEA-011,1976,summer,3.9
22.54167,57.95,SEA-011,1976,spring,4.75
22.71,57.88,SEA-011,1976,spring,4.4
22.9333,57.7,SEA-011,1976,spring,4.25
22.8781,57.5354,SEA-011,1976,spring,3.75
23.4024,57.6021,SEA-011,1976,spring,4.25
23.2507,57.5962,SEA-011,1976,spring,5.25
23.4686,57.8333,SEA-011,1976,spring,4.75
23.9033,57.76,SEA-011,1976,spring,3.75
23.915,57.7933,SEA-011,1976,spring,4
23.9167,57.85,SEA-011,1976,spring,4
23.8833,57.9833,SEA-011,1976,spring,3.5
23.875,58.0117,SEA-011,1976,spring,2
23.905,58.045,EST-019,1976,spring,2.75
24.2,58.067,EST-018,1976,spring,2.75
24.233,58.108,EST-018,1976,spring,2.5
24.358,58.262,EST-013,1976,spring,2.25
24.4,58.3,EST-013,1976,spring,2
24.483,58.325,EST-013,1976,spring,2.5
23.9733,58.0667,SEA-011,1976,spring,2.5
23.875,58.025,SEA-011,1976,spring,3.5
23.8833,58.0017,SEA-011,1976,spring,3.5
24.2976,57.5922,SEA-011,1976,spring,4
23.8667,57.6,SEA-011,1976,summer,5.25
23.4024,57.6021,SEA-011,1976,summer,5.25
23.2507,57.5962,SEA-011,1976,summer,4.75
24.2976,57.5922,SEA-011,1976,summer,5.25
23.0503,57.9508,EST-019,1976,spring,6.5
23.0503,57.9508,EST-019,1976,summer,5.5
22.9333,57.7,SEA-011,1976,summer,5
22.71,57.88,SEA-011,1976,summer,6
22.8781,57.5354,SEA-011,1976,summer,5
22.3333,57.7667,SEA-011,1976,summer,6
24.483,58.325,EST-013,1976,summer,1.93333333333333
24.4,58.3,EST-013,1976,summer,2.16666666666667
24.358,58.262,EST-013,1976,summer,2.7
24.3367,57.5933,LAT-004,1976,summer,4.8
23.9033,57.76,SEA-011,1976,summer,4.5
24.2,58.067,EST-018,1976,summer,3.76666666666667
24.233,58.108,EST-018,1976,summer,3.5
23.915,57.7933,SEA-011,1976,summer,4.56666666666667
23.9167,57.85,SEA-011,1976,summer,4.33333333333333
23.9733,58.0667,SEA-011,1976,summer,2.75
23.905,58.045,EST-019,1976,summer,3.4
23.875,58.025,SEA-011,1976,summer,3.4
23.875,58.0117,SEA-011,1976,summer,3.25
23.8833,58.0017,SEA-011,1976,summer,3.25
23.8833,57.9833,SEA-011,1976,summer,3.65
23.9,57.9167,SEA-011,1976,summer,4
24.2334,57.5833,SEA-011,1976,summer,4.2
23.4686,57.8333,SEA-011,1976,summer,5
22.8833,57.7976,SEA-011,1976,autumn,4.5
24.483,58.325,EST-013,1976,autumn,1.5
24.4,58.3,EST-013,1976,autumn,1.5
24.358,58.262,EST-013,1976,autumn,1.5
24.233,58.108,EST-018,1976,autumn,2
24.2,58.067,EST-018,1976,autumn,2.5
23.4718,58.4311,EST-018,1976,autumn,3
23.9033,57.76,SEA-011,1976,autumn,4.5
23.915,57.7933,SEA-011,1976,autumn,1.5
23.9733,58.0667,SEA-011,1976,autumn,4
23.905,58.045,EST-019,1976,autumn,4
23.875,58.025,SEA-011,1976,autumn,4
23.875,58.0117,SEA-011,1976,autumn,4.5
23.8833,58.0017,SEA-011,1976,autumn,4.5
23.8833,57.9833,SEA-011,1976,autumn,4
22.41,57.8433,SEA-011,1988,winter,1.5
22.9833,57.5667,SEA-011,1988,winter,1.7
23.85,57.3,SEA-011,1988,winter,2.2
23.6167,57.6167,SEA-011,1988,winter,2.6
23.35,57.96,EST-019,1988,winter,1.6
24.0833,57.35,SEA-011,1988,winter,2.2
23.4833,57.4,SEA-011,1988,winter,2.4
22.8833,57.7976,SEA-011,1988,spring,3.96666666666667
23.4,58.2,EST-019,1988,spring,3.7
24.1318,57.9683,SEA-011,1988,spring,3.3
24.1167,57.6,SEA-011,1988,spring,2.96666666666667
23.9833,57.1,LAT-005,1988,spring,2
23.85,57.3,SEA-011,1988,spring,3.05
23.4833,57.4,SEA-011,1988,spring,2.9
24.0833,57.35,SEA-011,1988,spring,2.9
23.6167,57.6167,SEA-011,1988,spring,2.5
22.9833,57.5667,SEA-011,1988,spring,2.6
23.35,57.96,EST-019,1988,spring,3.65
22.41,57.8433,SEA-011,1988,spring,3.8
23.4718,58.4311,EST-018,1988,spring,4
23.0503,57.9508,EST-019,1988,spring,3.5
23.2507,57.5962,SEA-011,1988,spring,3.5
24.2518,57.7633,SEA-011,1988,spring,5
23.4686,57.8333,SEA-011,1988,spring,3
23.7667,57.4167,SEA-011,1988,spring,2.5
23.9833,57.1,LAT-005,1988,summer,3.9
23.85,57.3,SEA-011,1988,summer,4.5
24.0833,57.35,SEA-011,1988,summer,4.2
22.41,57.8433,SEA-011,1988,summer,4
22.8833,57.7976,SEA-011,1988,summer,4.5
23.4,58.2,EST-019,1988,summer,3.9
23.35,57.96,EST-019,1988,summer,4.2
23.6167,57.6167,SEA-011,1988,summer,4.5
24.1318,57.9683,SEA-011,1988,summer,3.7
24.1167,57.6,SEA-011,1988,summer,4.2
23.4833,57.4,SEA-011,1988,summer,3.95
22.9833,57.5667,SEA-011,1988,summer,4.3
22.54167,57.95,SEA-011,1988,spring,4.3
22.71,57.88,SEA-011,1988,spring,3.5
23.35,57.96,EST-019,2000,winter,3.2
23.6167,57.6167,SEA-011,2000,winter,3.45
23.4833,57.4,SEA-011,2000,winter,3.35
23.85,57.3,SEA-011,2000,winter,3.65
23.9833,57.1,LAT-005,2000,winter,2.2
24.0017,57.0833,LAT-005,2000,winter,2.2
23.85,57.3,SEA-011,2000,spring,3.03333333333333
23.9333,57.1667,LAT-005,2000,spring,2.74
23.9833,57.1,LAT-005,2000,spring,1.73333333333333
24.0017,57.0833,LAT-005,2000,spring,1.9
23.9792,57.0737,LAT-005,2000,spring,1.525
23.7667,57.4167,SEA-011,2000,spring,3.65
23.4833,57.4,SEA-011,2000,spring,2.73333333333333
23.2754,57.173,SEA-011,2000,spring,2.75
23.2123,57.3275,SEA-011,2000,spring,2.45
22.9833,57.5667,SEA-011,2000,spring,2.33333333333333
23.6167,57.6167,SEA-011,2000,spring,2.93333333333333
24.1167,57.6,SEA-011,2000,spring,2.63333333333333
24.3367,57.5933,LAT-004,2000,spring,2
24.3533,57.4483,LAT-004,2000,spring,1.85
24.0833,57.35,SEA-011,2000,spring,2.66666666666667
24.3733,57.315,LAT-004,2000,spring,1.83333333333333
24.3667,57.24,LAT-005,2000,spring,1.4
24.25,57.1683,LAT-005,2000,spring,1.26666666666667
24.097,57.0986,LAT-005,2000,spring,1.1
23.9683,57.0433,LAT-005,2000,spring,1.76666666666667
23.92,57.025,LAT-005,2000,spring,1.4
23.7433,56.98,LAT-005,2000,spring,1.73333333333333
23.705,56.9767,LAT-005,2000,spring,2.26666666666667
23.6667,57.1667,SEA-011,2000,spring,1.7
23.4867,57.0467,LAT-003,2000,spring,1.9
22.8167,57.5333,LAT-003,2000,spring,2
22.6167,57.7333,LAT-003,2000,spring,3.2
22.8833,57.7976,SEA-011,2000,spring,3.7
23.35,57.96,EST-019,2000,spring,3.4
23.9167,57.85,SEA-011,2000,spring,2.8
24.0665,57.8827,SEA-011,2000,spring,3.1
24.2433,57.88,SEA-011,2000,spring,3.2
24.2167,57.1833,LAT-005,2000,spring,1.6
24.1505,57.2233,LAT-005,2000,spring,2.9
23.9565,57.1243,LAT-005,2000,spring,1.7
24.0158,57.08,LAT-005,2000,spring,1.1
23.9945,57.078,LAT-005,2000,spring,1.1
23.9908,57.073,LAT-005,2000,spring,1.2
24.0038,57.0712,LAT-005,2000,spring,1.4
23.9975,57.0782,LAT-005,2000,spring,1.5
23.9893,57.088,LAT-005,2000,spring,1.8
23.985,57.0977,LAT-005,2000,spring,1.6
23.9565,57.0893,LAT-005,2000,spring,1.2
23.9702,57.1165,LAT-005,2000,spring,1.3
23.9695,57.1212,LAT-005,2000,spring,1.7
23.9432,57.1552,LAT-005,2000,spring,2
23.9372,57.179,LAT-005,2000,spring,1.8
23.9118,57.2222,LAT-005,2000,spring,2.1
23.8887,57.2575,SEA-011,2000,spring,3
23.8642,57.279,SEA-011,2000,spring,2
23.85,57.3,SEA-011,2000,summer,2.475
24.0833,57.35,SEA-011,2000,summer,2.33333333333333
24.3733,57.315,LAT-004,2000,summer,2.06666666666667
24.3667,57.24,LAT-005,2000,summer,2.1
24.25,57.1683,LAT-005,2000,summer,1.63333333333333
24.097,57.0986,LAT-005,2000,summer,1.86666666666667
23.9833,57.1,LAT-005,2000,summer,1.72
23.92,57.025,LAT-005,2000,summer,2.25
23.7433,56.98,LAT-005,2000,summer,2.4
23.705,56.9767,LAT-005,2000,summer,2.03333333333333
23.4867,57.0467,LAT-003,2000,summer,2.23333333333333
23.6667,57.1667,SEA-011,2000,summer,2.6
23.4833,57.4,SEA-011,2000,summer,2.6
23.6167,57.6167,SEA-011,2000,summer,2.66666666666667
23.9683,57.0433,LAT-005,2000,summer,2.03333333333333
23.9792,57.0737,LAT-005,2000,summer,1.95
24.0017,57.0833,LAT-005,2000,summer,1.58
23.9333,57.1667,LAT-005,2000,summer,1.9
22.9833,57.5667,SEA-011,2000,summer,2.85
24.1167,57.6,SEA-011,2000,summer,2.25
23.786,56.9772,LAT-005,2000,summer,0.942857142857143
23.8083,56.9817,LAT-005,2000,summer,0.916666666666667
23.8129,57.0862,LAT-005,2000,summer,2.1
